codigo_ibge,municipio,uf_sigla,populacao
2927309,Salinas da Margarida,BA,15629
2927408,Salvador,BA,2564204
2927507,Santa Bárbara,BA,21787
2927606,Santa Brígida,BA,15417
2927705,Santa Cruz Cabrália,BA,31007
2927804,Santa Cruz da Vitória,BA,4663
2927903,Santa Inês,BA,10625
2928000,Santaluz,BA,40066
2928059,Santa Luzia,BA,14392
2928109,Santa Maria da Vitória,BA,40474
2928208,Santana,BA,25521
2928307,Santanópolis,BA,9035
2928406,Santa Rita de Cássia,BA,28890
2928505,Santa Terezinha,BA,10882
2928604,Santo Amaro,BA,58398
2928703,Santo Antônio de Jesus,BA,109791
2928802,Santo Estêvão,BA,55146
2928901,São Desidério,BA,34982
2928950,São Domingos,BA,8690
2929008,São Félix,BA,11102
2929057,São Félix do Coribe,BA,15780
2929107,São Felipe,BA,20923
2929206,São Francisco do Conde,BA,41110
2929255,São Gabriel,BA,19229
2929305,São Gonçalo dos Campos,BA,42171
2929354,São José da Vitória,BA,5432
2929370,São José do Jacuípe,BA,10576
2929404,São Miguel das Matas,BA,10615
2929503,São Sebastião do Passé,BA,42944
2929602,Sapeaçu,BA,18656
2929701,Sátiro Dias,BA,16476
2929750,Saubara,BA,11859
2929800,Saúde,BA,10661
2929909,Seabra,BA,48721
2930006,Sebastião Laranjeiras,BA,9581
2930105,Senhor do Bonfim,BA,78090
2930154,Serra do Ramalho,BA,36252
2930204,Sento Sé,BA,40232
2930303,Serra Dourada,BA,17574
2930402,Serra Preta,BA,18754
2930501,Serrinha,BA,84690
2930600,Serrolândia,BA,13863
2930709,Simões Filho,BA,120419
2930758,Sítio do Mato,BA,13982
2930766,Sítio do Quinto,BA,14435
2930774,Sobradinho,BA,27097
2930808,Souto Soares,BA,17724
2930907,Tabocas do Brejo Velho,BA,12368
2931004,Tanhaçu,BA,21787
2931053,Tanque Novo,BA,17812
2931103,Tanquinho,BA,7991
2931202,Taperoá,BA,18556
2931301,Tapiramutá,BA,16226
2931350,Teixeira de Freitas,BA,153738
2931400,Teodoro Sampaio,BA,7280
2931509,Teofilândia,BA,21825
2931608,Teolândia,BA,15978
2931707,Terra Nova,BA,10976
2931806,Tremedal,BA,16646
2931905,Tucano,BA,51016
2932002,Uauá,BA,25449
2932101,Ubaíra,BA,19142
2932200,Ubaitaba,BA,17878
2932309,Ubatã,BA,15839
2932408,Uibaí,BA,13886
2932457,Umburanas,BA,13785
2932507,Una,BA,18254
2932606,Urandi,BA,15776
2932705,Uruçuca,BA,22155
2932804,Utinga,BA,16645
2932903,Valença,BA,90053
2933000,Valente,BA,25132
2933059,Várzea da Roça,BA,14294
2933109,Várzea do Poço,BA,8334
2933158,Várzea Nova,BA,13866
2933174,Varzedo,BA,10328
2933208,Vera Cruz,BA,45191
2933257,Vereda,BA,6157
2933307,Vitória da Conquista,BA,396613
2933406,Wagner,BA,9866
2933455,Wanderley,BA,13460
2933505,Wenceslau Guimarães,BA,25535
2933604,Xique-Xique,BA,47019
3100104,Abadia dos Dourados,MG,6345
3100203,Abaeté,MG,23173
3100302,Abre Campo,MG,14354
3100401,Acaiaca,MG,3998
3100500,Açucena,MG,8926
3100609,Água Boa,MG,12391
3100708,Água Comprida,MG,2171
3100807,Aguanil,MG,4509
3100906,Águas Formosas,MG,18850
3101003,Águas Vermelhas,MG,14567
3101102,Aimorés,MG,26212
3101201,Aiuruoca,MG,6389
3101300,Alagoa,MG,2820
3101409,Albertina,MG,3027
3101508,Além Paraíba,MG,31159
3101607,Alfenas,MG,82303
3101631,Alfredo Vasconcelos,MG,7236
3101706,Almenara,MG,42019
3101805,Alpercata,MG,7019
3101904,Alpinópolis,MG,18673
3102001,Alterosa,MG,14272
3102050,Alto Caparaó,MG,6014
3102100,Alto Rio Doce,MG,10931
3102209,Alvarenga,MG,3983
3102308,Alvinópolis,MG,15358
3102407,Alvorada de Minas,MG,4359
3102506,Amparo do Serra,MG,4574
3102605,Andradas,MG,42501
3102704,Cachoeira de Pajeú,MG,9347
3102803,Andrelândia,MG,12163
3102852,Angelândia,MG,7849
3102902,Antônio Carlos,MG,11350
3103009,Antônio Dias,MG,9375
3103108,Antônio Prado de Minas,MG,1552
3103207,Araçaí,MG,2222
3103306,Aracitaba,MG,2095
3103405,Araçuaí,MG,35185
3103504,Araguari,MG,123432
3103603,Arantina,MG,2998
3103702,Araponga,MG,8218
3103751,Araporã,MG,9069
3103801,Arapuá,MG,2668
3103900,Araújos,MG,9634
3104007,Araxá,MG,118786
3104106,Arceburgo,MG,9335
3104205,Arcos,MG,43653
3104304,Areado,MG,14229
3104403,Argirita,MG,2715
3104452,Aricanduva,MG,4820
3104502,Arinos,MG,17586
3104601,Astolfo Dutra,MG,14633
3104700,Ataléia,MG,13936
3104809,Augusto de Lima,MG,4572
3104908,Baependi,MG,18782
3105004,Baldim,MG,7595
3105103,Bambuí,MG,24203
3105202,Bandeira,MG,4811
3105301,Bandeira do Sul,MG,6183
3105400,Barão de Cocais,MG,32264
3105509,Barão de Monte Alto,MG,4952
3105608,Barbacena,MG,129695
3105707,Barra Longa,MG,5717
3105905,Barroso,MG,20604
3106002,Bela Vista de Minas,MG,10427
3106101,Belmiro Braga,MG,3292
3106200,Belo Horizonte,MG,2415872
3106309,Belo Oriente,MG,24546
3106408,Belo Vale,MG,9012
3106507,Berilo,MG,9638
3106606,Bertópolis,MG,4546
3106655,Berizal,MG,4270
3106705,Betim,MG,431433
3106804,Bias Fortes,MG,3367
3106903,Bicas,MG,14358
3107000,Biquinhas,MG,2397
3107109,Boa Esperança,MG,41443
3107208,Bocaina de Minas,MG,5530
3107307,Bocaiúva,MG,49797
3107406,Bom Despacho,MG,54377
3107505,Bom Jardim de Minas,MG,6988
3107604,Bom Jesus da Penha,MG,4677
3107703,Bom Jesus do Amparo,MG,5786
3107802,Bom Jesus do Galho,MG,14719
3107901,Bom Repouso,MG,13312
3108008,Bom Sucesso,MG,17515
3108107,Bonfim,MG,7710
3108206,Bonfinópolis de Minas,MG,5600
3108255,Bonito de Minas,MG,10525
3108305,Borda da Mata,MG,17837
3108404,Botelhos,MG,15141
3108503,Botumirim,MG,5806
3108552,Brasilândia de Minas,MG,15485
3108602,Brasília de Minas,MG,33262
3108701,Brás Pires,MG,4296
3108800,Braúnas,MG,4445
3108909,Brazópolis,MG,14491
3109006,Brumadinho,MG,41090
3109105,Bueno Brandão,MG,11168
3109204,Buenópolis,MG,9171
3109253,Bugre,MG,4159
3109303,Buritis,MG,24779
3109402,Buritizeiro,MG,23908
3109451,Cabeceira Grande,MG,6811
3109501,Cabo Verde,MG,11269
3109600,Cachoeira da Prata,MG,3785
3109709,Cachoeira de Minas,MG,12302
3109808,Cachoeira Dourada,MG,2337
3109907,Caetanópolis,MG,11906
3110004,Caeté,MG,39775
3110103,Caiana,MG,5484
3110202,Cajuri,MG,4191
3110301,Caldas,MG,14628
3110400,Camacho,MG,2851
3110509,Camanducaia,MG,27860
3110608,Cambuí,MG,31066
3110707,Cambuquira,MG,12551
3110806,Campanário,MG,2884
3110905,Campanha,MG,16372
3111002,Campestre,MG,21155
3111101,Campina Verde,MG,18188
3111150,Campo Azul,MG,3806
3111200,Campo Belo,MG,54027
3111309,Campo do Meio,MG,11625
3111408,Campo Florido,MG,8931
3111507,Campos Altos,MG,13076
3111606,Campos Gerais,MG,26749
3111705,Canaã,MG,4839
3111804,Canápolis,MG,10716
3111903,Cana Verde,MG,5342
3112000,Candeias,MG,14211
3112059,Cantagalo,MG,4029
3112109,Caparaó,MG,5138
3112208,Capela Nova,MG,4397
3112307,Capelinha,MG,41858
3112406,Capetinga,MG,6627
3112505,Capim Branco,MG,11210
3112604,Capinópolis,MG,14872
3112653,Capitão Andrade,MG,4634
3112703,Capitão Enéas,MG,14403
3112802,Capitólio,MG,10991
3112901,Caputira,MG,9128
3113008,Caraí,MG,19511
3113107,Caranaíba,MG,2942
3113206,Carandaí,MG,24403
3113305,Carangola,MG,32134
3113404,Caratinga,MG,90890
3113503,Carbonita,MG,8603
3113602,Careaçu,MG,7062
3113701,Carlos Chagas,MG,18783
3113800,Carmésia,MG,2693
3113909,Carmo da Cachoeira,MG,11767
3114006,Carmo da Mata,MG,11291
3114105,Carmo de Minas,MG,14125
3114204,Carmo do Cajuru,MG,24581
3114303,Carmo do Paranaíba,MG,29885
3114402,Carmo do Rio Claro,MG,21506
3114501,Carmópolis de Minas,MG,18561
3114550,Carneirinho,MG,9633
3114600,Carrancas,MG,4161
3114709,Carvalhópolis,MG,3419
3114808,Carvalhos,MG,4503
3114907,Casa Grande,MG,2260
3115003,Cascalho Rico,MG,2751
3115102,Cássia,MG,17491
3115201,Conceição da Barra de Minas,MG,3576
3115300,Cataguases,MG,67732
3115359,Catas Altas,MG,5706
3115409,Catas Altas da Noruega,MG,3124
3115458,Catuji,MG,7248
3115474,Catuti,MG,4788
3115508,Caxambu,MG,21412
3115607,Cedro do Abaeté,MG,1084
3115706,Central de Minas,MG,6213
3115805,Centralina,MG,10447
3115904,Chácara,MG,3194
3116001,Chalé,MG,6289
3116100,Chapada do Norte,MG,9763
3116159,Chapada Gaúcha,MG,12904
3116209,Chiador,MG,2868
3116308,Cipotânea,MG,5549
3116407,Claraval,MG,4786
3116506,Claro dos Poções,MG,7230
3116605,Cláudio,MG,31936
3116704,Coimbra,MG,7293
3116803,Coluna,MG,8206
3116902,Comendador Gomes,MG,2804
3117009,Comercinho,MG,6540
3117108,Conceição da Aparecida,MG,10705
3117207,Conceição das Pedras,MG,2840
3117306,Conceição das Alagoas,MG,30278
3117405,Conceição de Ipanema,MG,4503
3117504,Conceição do Mato Dentro,MG,24559
3117603,Conceição do Pará,MG,5584
3117702,Conceição do Rio Verde,MG,12765
3117801,Conceição dos Ouros,MG,11218
3117836,Cônego Marinho,MG,7433
3117876,Confins,MG,7758
3117900,Congonhal,MG,11444
3118007,Congonhas,MG,55272
3118106,Congonhas do Norte,MG,4924
3118205,Conquista,MG,6878
3118304,Conselheiro Lafaiete,MG,138946
3118403,Conselheiro Pena,MG,21052
3118502,Consolação,MG,1569
3118601,Contagem,MG,651718
3118700,Coqueiral,MG,9188
3118809,Coração de Jesus,MG,26138
3118908,Cordisburgo,MG,7535
3119005,Cordislândia,MG,3236
3119104,Corinto,MG,23988
3119203,Coroaci,MG,11240
3119302,Coromandel,MG,30114
3119401,Coronel Fabriciano,MG,108708
3119500,Coronel Murta,MG,8237
3119609,Coronel Pacheco,MG,2789
3119708,Coronel Xavier Chaves,MG,3599
3119807,Córrego Danta,MG,2956
3119906,Córrego do Bom Jesus,MG,4462
3119955,Córrego Fundo,MG,6333
3120003,Córrego Novo,MG,2900
3120102,Couto de Magalhães de Minas,MG,4351
3120151,Crisólita,MG,5256
3120201,Cristais,MG,12634
3120300,Cristália,MG,5133
3120409,Cristiano Otoni,MG,4719
3120508,Cristina,MG,10643
3120607,Crucilândia,MG,5674
3120706,Cruzeiro da Fortaleza,MG,3616
3120805,Cruzília,MG,15831
3120839,Cuparaque,MG,3958
3120870,Curral de Dentro,MG,7662
3120904,Curvelo,MG,84297
3121001,Datas,MG,5635
3121100,Delfim Moreira,MG,8133
3121209,Delfinópolis,MG,8851
3121258,Delta,MG,11143
3121308,Descoberto,MG,5070
3121407,Desterro de Entre Rios,MG,7941
3121506,Desterro do Melo,MG,3060
3121605,Diamantina,MG,49493
3121704,Diogo de Vasconcelos,MG,3581
3121803,Dionísio,MG,6689
3121902,Divinésia,MG,4481
3122009,Divino,MG,21428
3122108,Divino das Laranjeiras,MG,4147
3122207,Divinolândia de Minas,MG,6583
3122306,Divinópolis,MG,243583
3122355,Divisa Alegre,MG,6541
3122405,Divisa Nova,MG,6002
3122454,Divisópolis,MG,10659
3122470,Dom Bosco,MG,3763
3122504,Dom Cavati,MG,4967
3122603,Dom Joaquim,MG,5074
3122702,Dom Silvério,MG,5355
3122801,Dom Viçoso,MG,3184
3122900,Dona Euzébia,MG,6250
3123007,Dores de Campos,MG,10359
3123106,Dores de Guanhães,MG,5114
3123205,Dores do Indaiá,MG,12730
3123304,Dores do Turvo,MG,5192
3123403,Doresópolis,MG,1498
3123502,Douradoquara,MG,1869
3123528,Durandé,MG,8065
3123601,Elói Mendes,MG,27429
3123700,Engenheiro Caldas,MG,14501
3123809,Engenheiro Navarro,MG,6373
3123858,Entre Folhas,MG,5295
3123908,Entre Rios de Minas,MG,15157
3124005,Ervália,MG,21091
3124104,Esmeraldas,MG,93103
3124203,Espera Feliz,MG,24844
3124302,Espinosa,MG,31375
3124401,Espírito Santo do Dourado,MG,7132
3124500,Estiva,MG,11880
3124609,Estrela Dalva,MG,2189
3124708,Estrela do Indaiá,MG,2711
3124807,Estrela do Sul,MG,6897
3124906,Eugenópolis,MG,11096
3125002,Ewbank da Câmara,MG,3986
3125101,Extrema,MG,59336
3125200,Fama,MG,2676
3125309,Faria Lemos,MG,3230
3125408,Felício dos Santos,MG,5251
3125507,São Gonçalo do Rio Preto,MG,3099
3125606,Felisburgo,MG,6575
3125705,Felixlândia,MG,14280
3125804,Fernandes Tourinho,MG,2814
3125903,Ferros,MG,9603
3125952,Fervedouro,MG,10705
3126000,Florestal,MG,8469
3126109,Formiga,MG,70897
3126208,Formoso,MG,8095
3126307,Fortaleza de Minas,MG,3453
3126406,Fortuna de Minas,MG,3230
3126505,Francisco Badaró,MG,7053
3126604,Francisco Dumont,MG,4547
3126703,Francisco Sá,MG,23753
3126752,Franciscópolis,MG,5023
3126802,Frei Gaspar,MG,5731
3126901,Frei Inocêncio,MG,8301
3126950,Frei Lagonegro,MG,3481
3127008,Fronteira,MG,14946
3127057,Fronteira dos Vales,MG,4389
3127073,Fruta de Leite,MG,4538
3127107,Frutal,MG,61275
3127206,Funilândia,MG,4934
3127305,Galiléia,MG,6244
3127339,Gameleiras,MG,4847
3127354,Glaucilândia,MG,2991
3127370,Goiabeira,MG,2859
3127388,Goianá,MG,4214
3127404,Gonçalves,MG,4922
3127503,Gonzaga,MG,5235
3127602,Gouveia,MG,11536
3127701,Governador Valadares,MG,266561
3127800,Grão Mogol,MG,14037
3127909,Grupiara,MG,1428
3128006,Guanhães,MG,33517
3128105,Guapé,MG,14076
3128204,Guaraciaba,MG,9901
3128253,Guaraciama,MG,5224
3128303,Guaranésia,MG,19646
3128402,Guarani,MG,7731
3128501,Guarará,MG,3091
3128600,Guarda-Mor,MG,6687
3128709,Guaxupé,MG,52744
3128808,Guidoval,MG,7285
3128907,Guimarânia,MG,8880
3129004,Guiricema,MG,7803
3129103,Gurinhatã,MG,5154
3129202,Heliodora,MG,6278
3129301,Iapu,MG,12583
3129400,Ibertioga,MG,5346
3129509,Ibiá,MG,22554
3129608,Ibiaí,MG,6172
3129657,Ibiracatu,MG,5113
3129707,Ibiraci,MG,10996
3129806,Ibirité,MG,179582
3129905,Ibitiúra de Minas,MG,3440
3130002,Ibituruna,MG,2733
3130051,Icaraí de Minas,MG,10914
3130101,Igarapé,MG,49120
3130200,Igaratinga,MG,11345
3130309,Iguatama,MG,6782
3130408,Ijaci,MG,7358
3130507,Ilicínea,MG,13248
3130556,Imbé de Minas,MG,7244
3130606,Inconfidentes,MG,7537
3130655,Indaiabira,MG,6328
3130705,Indianópolis,MG,6311
3130804,Ingaí,MG,2632
3130903,Inhapim,MG,22925
3131000,Inhaúma,MG,6465
3131109,Inimutaba,MG,7615
3131158,Ipaba,MG,17587
3131208,Ipanema,MG,20181
3131307,Ipatinga,MG,235311
3131406,Ipiaçu,MG,3807
3131505,Ipuiúna,MG,9283
3131604,Iraí de Minas,MG,7467
3131703,Itabira,MG,118053
3131802,Itabirinha,MG,10548
3131901,Itabirito,MG,56369
3132008,Itacambira,MG,4227
3132107,Itacarambi,MG,17502
3132206,Itaguara,MG,14415
3132305,Itaipé,MG,10482
3132404,Itajubá,MG,96855
3132503,Itamarandiba,MG,34210
3132602,Itamarati de Minas,MG,3710
3132701,Itambacuri,MG,21210
3132800,Itambé do Mato Dentro,MG,2168
3132909,Itamogi,MG,11092
3133006,Itamonte,MG,15245
3133105,Itanhandu,MG,15751
3133204,Itanhomi,MG,11264
3133303,Itaobim,MG,19263
3133402,Itapagipe,MG,14014
3133501,Itapecerica,MG,21456
3133600,Itapeva,MG,13561
3133709,Itatiaiuçu,MG,13779
3133758,Itaú de Minas,MG,14634
3133808,Itaúna,MG,103272
3133907,Itaverava,MG,5747
3134004,Itinga,MG,13954
3134103,Itueta,MG,6234
3134202,Ituiutaba,MG,106775
3134301,Itumirim,MG,6876
3134400,Iturama,MG,40259
3134509,Itutinga,MG,4366
3134608,Jaboticatubas,MG,21407
3134707,Jacinto,MG,11115
3134806,Jacuí,MG,7668
3134905,Jacutinga,MG,26888
3135001,Jaguaraçu,MG,3181
3135050,Jaíba,MG,39639
3135076,Jampruca,MG,4266
3135100,Janaúba,MG,73555
3135209,Januária,MG,67123
3135308,Japaraíba,MG,4706
3135357,Japonvar,MG,8385
3135407,Jeceaba,MG,6476
3135456,Jenipapo de Minas,MG,6072
3135506,Jequeri,MG,12636
3135605,Jequitaí,MG,6379
3135704,Jequitibá,MG,6142
3135803,Jequitinhonha,MG,24516
3135902,Jesuânia,MG,5320
3136009,Joaíma,MG,14035
3136108,Joanésia,MG,4246
3136207,João Monlevade,MG,83791
3136306,João Pinheiro,MG,48725
3136405,Joaquim Felício,MG,3868
3136504,Jordânia,MG,10541
3136520,José Gonçalves de Minas,MG,3963
3136553,José Raydan,MG,4349
3136579,Josenópolis,MG,3557
3136603,Nova União,MG,6107
3136652,Juatuba,MG,33249
3136702,Juiz de Fora,MG,567730
3136801,Juramento,MG,3798
3136900,Juruaia,MG,11652
3136959,Juvenília,MG,5937
3137007,Ladainha,MG,14263
3137106,Lagamar,MG,6622
3137205,Lagoa da Prata,MG,53927
3137304,Lagoa dos Patos,MG,3237
3137403,Lagoa Dourada,MG,13152
3137502,Lagoa Formosa,MG,19614
3137536,Lagoa Grande,MG,9235
3137601,Lagoa Santa,MG,81299
3137700,Lajinha,MG,21502
3137809,Lambari,MG,21010
3137908,Lamim,MG,3213
3138005,Laranjal,MG,6018
3138104,Lassance,MG,7398
3138203,Lavras,MG,110682
3138302,Leandro Ferreira,MG,3272
3138351,Leme do Prado,MG,4364
3138401,Leopoldina,MG,52739
3138500,Liberdade,MG,4744
3138609,Lima Duarte,MG,17782
3138625,Limeira do Oeste,MG,9191
3138658,Lontra,MG,8963
3138674,Luisburgo,MG,7239
3138682,Luislândia,MG,6323
3138708,Luminárias,MG,5744
3138807,Luz,MG,18336
3138906,Machacalis,MG,6556
3139003,Machado,MG,38809
3139102,Madre de Deus de Minas,MG,5360
3139201,Malacacheta,MG,17691
3139250,Mamonas,MG,6082
3139300,Manga,MG,19148
3139409,Manhuaçu,MG,97328
3139508,Manhumirim,MG,20939
3139607,Mantena,MG,27350
3139706,Maravilhas,MG,7532
3139805,Mar de Espanha,MG,13180
3139904,Maria da Fé,MG,14567
3140001,Mariana,MG,64506
3140100,Marilac,MG,4323
3140159,Mário Campos,MG,16705
3140209,Maripá de Minas,MG,3567
3140308,Marliéria,MG,4796
3140407,Marmelópolis,MG,3314
3140506,Martinho Campos,MG,14546
3140530,Martins Soares,MG,8797
3140555,Mata Verde,MG,9532
3140605,Materlândia,MG,3949
3140704,Mateus Leme,MG,40814
3140803,Matias Barbosa,MG,14547
3140852,Matias Cardoso,MG,8922
3140902,Matipó,MG,19115
3141009,Mato Verde,MG,12210
3141108,Matozinhos,MG,39529
3141207,Matutina,MG,3912
3141306,Medeiros,MG,4068
3141405,Medina,MG,20455
3141504,Mendes Pimentel,MG,5614
3141603,Mercês,MG,10615
3141702,Mesquita,MG,4984
3141801,Minas Novas,MG,23843
3141900,Minduri,MG,3811
3142007,Mirabela,MG,14071
3142106,Miradouro,MG,8961
3142205,Miraí,MG,13921
3142254,Miravânia,MG,3982
3142304,Moeda,MG,5314
3142403,Moema,MG,7812
3142502,Monjolos,MG,2187
3142601,Monsenhor Paulo,MG,8565
3142700,Montalvânia,MG,14068
3142809,Monte Alegre de Minas,MG,20708
3142908,Monte Azul,MG,20497
3143005,Monte Belo,MG,13347
3143104,Monte Carmelo,MG,49500
3143153,Monte Formoso,MG,4437
3143203,Monte Santo de Minas,MG,21294
3143302,Montes Claros,MG,437601
3143401,Monte Sião,MG,25107
3143450,Montezuma,MG,6951
3143500,Morada Nova de Minas,MG,9414
3143609,Morro da Garça,MG,2426
3143708,Morro do Pilar,MG,3161
3143807,Munhoz,MG,7930
3143906,Muriaé,MG,108447
3144003,Mutum,MG,28749
3144102,Muzambinho,MG,22620
3144201,Nacip Raydan,MG,2400
3144300,Nanuque,MG,35263
3144359,Naque,MG,6443
3144375,Natalândia,MG,3642
3144409,Natércia,MG,4805
3144508,Nazareno,MG,8407
3144607,Nepomuceno,MG,25757
3144656,Ninheira,MG,10965
3144672,Nova Belém,MG,3126
3144706,Nova Era,MG,17813
3144805,Nova Lima,MG,120959
3144904,Nova Módica,MG,3726
3145000,Nova Ponte,MG,15220
3145059,Nova Porteirinha,MG,6746
3145109,Nova Resende,MG,16919
3145208,Nova Serrana,MG,114791
3145307,Novo Cruzeiro,MG,27268
3145356,Novo Oriente de Minas,MG,10503
3145372,Novorizonte,MG,4612
3145406,Olaria,MG,1986
3145455,Olhos-d'Água,MG,5530
3145505,Olímpio Noronha,MG,2618
3145604,Oliveira,MG,40576
3145703,Oliveira Fortes,MG,2058
3145802,Onça de Pitangui,MG,3024
3145851,Oratórios,MG,5102
3145877,Orizânia,MG,8828
3145901,Ouro Branco,MG,40638
3146008,Ouro Fino,MG,33285
3146107,Ouro Preto,MG,77914
3146206,Ouro Verde de Minas,MG,5847
3146255,Padre Carvalho,MG,5045
3146305,Padre Paraíso,MG,17463
3146404,Paineiras,MG,4253
3146503,Pains,MG,8353
3146552,Pai Pedro,MG,5616
3146602,Paiva,MG,1495
3146701,Palma,MG,5699
3146750,Palmópolis,MG,6342
3146909,Papagaios,MG,14202
3147006,Paracatu,MG,99005
3147105,Pará de Minas,MG,102844
3147204,Paraguaçu,MG,22452
3147303,Paraisópolis,MG,21076
3147402,Paraopeba,MG,24899
3147501,Passabém,MG,1609
3147600,Passa Quatro,MG,15847
3147709,Passa Tempo,MG,8716
3147808,Passa Vinte,MG,2311
3147907,Passos,MG,116951
3147956,Patis,MG,4825
3148004,Patos de Minas,MG,169173
3148103,Patrocínio,MG,94357
3148202,Patrocínio do Muriaé,MG,5754
3148301,Paula Cândido,MG,8757
3148400,Paulistas,MG,4402
3148509,Pavão,MG,8143
3148608,Peçanha,MG,17863
3148707,Pedra Azul,MG,25045
3148756,Pedra Bonita,MG,7599
3148806,Pedra do Anta,MG,3366
3148905,Pedra do Indaiá,MG,4247
3149002,Pedra Dourada,MG,2916
3149101,Pedralva,MG,10891
3149150,Pedras de Maria da Cruz,MG,10601
3149200,Pedrinópolis,MG,3398
3149309,Pedro Leopoldo,MG,65174
3149408,Pedro Teixeira,MG,1857
3149507,Pequeri,MG,3461
3149606,Pequi,MG,4265
3149705,Perdigão,MG,13118
3149804,Perdizes,MG,17992
3149903,Perdões,MG,22075
3149952,Periquito,MG,6624
3150000,Pescador,MG,3559
3150109,Piau,MG,2854
3150158,Piedade de Caratinga,MG,8966
3150208,Piedade de Ponte Nova,MG,4054
3150307,Piedade do Rio Grande,MG,4694
3150406,Piedade dos Gerais,MG,5199
3150505,Pimenta,MG,8817
3150539,Pingo-d'Água,MG,4864
3150570,Pintópolis,MG,7228
3150604,Piracema,MG,6905
3150703,Pirajuba,MG,5814
3150802,Piranga,MG,17358
3150901,Piranguçu,MG,6320
3151008,Piranguinho,MG,9518
3151107,Pirapetinga,MG,11454
3151206,Pirapora,MG,57713
3151305,Piraúba,MG,12006
3151404,Pitangui,MG,27834
3151503,Piumhi,MG,38007
3151602,Planura,MG,11533
3151701,Poço Fundo,MG,16824
3151800,Poços de Caldas,MG,172339
3151909,Pocrane,MG,8438
3152006,Pompéu,MG,32441
3152105,Ponte Nova,MG,59638
3152131,Ponto Chique,MG,3797
3152170,Ponto dos Volantes,MG,11059
3152204,Porteirinha,MG,38692
3152303,Porto Firme,MG,10840
3152402,Poté,MG,13649
3152501,Pouso Alegre,MG,162133
3152600,Pouso Alto,MG,6779
3152709,Prados,MG,9369
3152808,Prata,MG,29745
3152907,Pratápolis,MG,8534
3153004,Pratinha,MG,3691
3153103,Presidente Bernardes,MG,4847
3153202,Presidente Juscelino,MG,3471
3153301,Presidente Kubitschek,MG,3162
3153400,Presidente Olegário,MG,19192
3153509,Alto Jequitibá,MG,8606
3153608,Prudente de Morais,MG,12052
3153707,Quartel Geral,MG,3232
3153806,Queluzito,MG,1796
3153905,Raposos,MG,16796
3154002,Raul Soares,MG,23874
3154101,Recreio,MG,11383
3154150,Reduto,MG,8246
3154200,Resende Costa,MG,11544
3154309,Resplendor,MG,17629
3154408,Ressaquinha,MG,4640
3154457,Riachinho,MG,6830
3154507,Riacho dos Machados,MG,8858
3154606,Ribeirão das Neves,MG,346971
3154705,Ribeirão Vermelho,MG,4217
3154804,Rio Acima,MG,10698
3154903,Rio Casca,MG,12851
3155009,Rio Doce,MG,2545
3155108,Rio do Prado,MG,4649
3155207,Rio Espera,MG,5447
3155306,Rio Manso,MG,5746
3155405,Rio Novo,MG,8683
3155504,Rio Paranaíba,MG,15297
3155603,Rio Pardo de Minas,MG,29103
3155702,Rio Piracicaba,MG,15036
3155801,Rio Pomba,MG,17885
3155900,Rio Preto,MG,5235
3156007,Rio Vermelho,MG,12770
3156106,Ritápolis,MG,5122
3156205,Rochedo de Minas,MG,2374
3156304,Rodeiro,MG,9168
3156403,Romaria,MG,3430
3156452,Rosário da Limeira,MG,4926
3156502,Rubelita,MG,5460
3156601,Rubim,MG,10602
3156700,Sabará,MG,134576
3156809,Sabinópolis,MG,14309
3156908,Sacramento,MG,28076
3157005,Salinas,MG,41736
3157104,Salto da Divisa,MG,6126
3157203,Santa Bárbara,MG,31916
3157252,Santa Bárbara do Leste,MG,8785
3157278,Santa Bárbara do Monte Verde,MG,3218
3157302,Santa Bárbara do Tugúrio,MG,4245
3157336,Santa Cruz de Minas,MG,8339
3157377,Santa Cruz de Salinas,MG,3919
3157401,Santa Cruz do Escalvado,MG,4728
3157500,Santa Efigênia de Minas,MG,4038
3157609,Santa Fé de Minas,MG,3528
3157658,Santa Helena de Minas,MG,6056
3157708,Santa Juliana,MG,16820
3157807,Santa Luzia,MG,230382
3157906,Santa Margarida,MG,16989
3158003,Santa Maria de Itabira,MG,10718
3158102,Santa Maria do Salto,MG,4777
3158201,Santa Maria do Suaçuí,MG,12817
3158300,Santana da Vargem,MG,6756
3158409,Santana de Cataguases,MG,3548
3158508,Santana de Pirapama,MG,7030
3158607,Santana do Deserto,MG,3815
3158706,Santana do Garambéu,MG,2171
3158805,Santana do Jacaré,MG,4246
3158904,Santana do Manhuaçu,MG,9264
3158953,Santana do Paraíso,MG,49025
3159001,Santana do Riacho,MG,5654
3159100,Santana dos Montes,MG,3490
3159209,Santa Rita de Caldas,MG,8561
3159308,Santa Rita de Jacutinga,MG,4826
3159357,Santa Rita de Minas,MG,6969
3159407,Santa Rita de Ibitipoca,MG,3331
3159506,Santa Rita do Itueto,MG,5984
3159605,Santa Rita do Sapucaí,MG,42517
3159704,Santa Rosa da Serra,MG,3487
3159803,Santa Vitória,MG,21914
3159902,Santo Antônio do Amparo,MG,17657
3160009,Santo Antônio do Aventureiro,MG,3896
3160108,Santo Antônio do Grama,MG,4352
3160207,Santo Antônio do Itambé,MG,3969
3160306,Santo Antônio do Jacinto,MG,10324
3160405,Santo Antônio do Monte,MG,28456
3160454,Santo Antônio do Retiro,MG,6729
3160504,Santo Antônio do Rio Abaixo,MG,1856
